安倍发表东日本大地震两周年寄语 称将加速重建|20130311|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2013_03/11/22956587_0.shtml|原标题：安倍发表东日本大地震两周年寄语 称将加速重建中新网3月11电 据日本共同社报道，日本首相安倍晋三11日发布东日本大地震两周年视频寄语，再次表明决心称：“只要东北地区未迎来春天，真正的春天就不会来到日本。我们一定会加快重建步伐。”报道称，视频用照片方式介绍了安倍2012年12月就任后前往福岛第一核电站鼓励员工，以及在宫城县亘理町的临时安置房与灾民交谈的情景等。安倍称：“政府将团结一致倾听现场呼声，立即采取行动。”他还发出呼吁说：“让我们一起继续支援东北。”该视频11日在视频网站“YouTube”的日本首相官邸频道发布。                
WHO报告称福岛核辐射增加癌症发病率 日本否认|20130301|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2013_03/01/22634730_0.shtml|2月28日，福岛县医生给一名儿童进行健康检查。原标题：WHO报告称福岛核辐射增加癌症发病率日本忙否认据外媒报道，世界卫生组织(WHO)1月28日表示，日本福岛核泄漏事故影响当地民众，癌症发病率有所增加。日本环境省当天对此予以否认。世界卫生组织发布调查报告，表示日本福岛第一核电站发生核泄漏事故，使得福岛县受灾民众患癌症的几率增大。根据测算，在核辐射量最高的地区，1岁女孩遭受核辐射后，到89岁为止，其患甲状腺癌的几率从0.77%增加到1.294%，乳腺癌的发病几率也增加了6%。遭受核辐射的1岁男孩生白血病的几率也增加6%以上。另外，如果民众在避难区域生活了4个月，并食用受核辐射污染的食材，他们患甲状腺癌和乳房癌的几率增大。日本环境省28日当天就对世界卫生组织的这份报告予以否认，称这份报告认为会产生上述风险是不对的。日本环境省认为该报告存在问题。报告假设100毫希及以下的低辐射也会影响民众，而日本环境声表示，这一点尚待确认。另外，日本环境省还表示，目前没有必要修改健康管理方面的政策，因为他们自行估算的核辐射量比世界卫生组织报告中提到的要小。2011年3月，福岛核电站遭遇9级地震，导致两座核电站发生事故，产生核蒸汽泄漏和爆炸。这起事故在日本内外造成恶劣影响。（来源：中国日报网 信莲）                
世卫组织：日本福岛核电站周边地区患癌症风险增加|20130301|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2013_03/01/22621931_0.shtml|原标题：世卫组织称日本福岛核电站周边地区患癌症风险增加国际在线消息（记者 张希焱）：东日本大地震发生两周年前夕，世界卫生组织28日在日内瓦发布报告对福岛核事故的健康风险进行评估。报告称，福岛第一核电站周围最受影响地区人群患癌症风险加大，而包括中国在内的日本以外地区人群的健康风险不会有明显增加。这份报告以2012年5月公布的世卫组织福岛核事故初步辐射剂量估算为基础，由独立国际专家对最受辐射影响的福岛县和世界其他地区人群的健康风险进行评估。世卫组织公共卫生和环境司司长玛丽亚?内拉女士在当天举行的新闻发布会上介绍说，报告按照地区和年龄分类对潜在健康风险进行评估：“报告对福岛县居住的人、福岛县以外的日本其他地区、邻国和世界其他地区进行评估和分析。另外，我们将人群分成不同年龄段，包括1岁的婴儿、10岁的儿童和20岁成人。”该报告是福岛核电站事故后首次对辐射暴露造成的全球健康影响进行分析。报告说，考虑到估算的辐射照射水平，最可能发生的潜在健康影响就是癌症风险增加。评估主要针对白血病、乳腺癌、甲状腺癌和实体肿瘤（即可通过X光、CT扫描等临床检查发现的有形肿块）玛丽亚·内拉表示，按照年龄、性别和距离核电站远近对数据进行了分解，发现居住在受辐射污染最严重地点的人群确实面临更高的癌症风险。“在福岛县受辐射影响最严重的两个地点，预计受照男婴一生中患白血病的风险增加7%，1岁女婴（一生）患乳腺癌的几率增加6％。我们对实体肿瘤进行了集中统计，预计受照女婴患病风险增加4%。对于甲状腺癌，受照女婴一生患病风险最多增加70％。”报告说，除了最受辐射影响的地点外，预计一般人群健康风险很低，预计不会观察到高于癌症基线风险（即常规风险水平）的增加。报告进一步指出，预计受损核电站释放的辐射剂量不会导致流产、死产以及其它影响事故后出生婴儿的身体和精神疾病发病率增加。世卫组织食品安全和人畜共患病司代理司长安杰里卡·特里舍表示：“福岛县以外的地区，特别是日本的邻国，预计健康风险是否定的，所以在这些地区不会因为福岛核事故产生额外的健康风险。”这份长达166页的报告还特别涉及福岛核电站应急救援人员这一特殊群体。据估计，约有三分之二的福岛第一核电站紧急救援人员的癌症风险与一般人群一致，另外三分之一一生罹患白血病、甲状腺病和所有实体肿瘤的风险估计将高于基线水平。玛丽亚·内拉表示，这份报告的主要意图在于向预计风险较大地区的政策制定者、健康工作者提供建议，帮助制定应对措施。她表示，继续进行长期环境监控是接下来的重要工作：“下一步我们希望这份报告能够为公共卫生行动提供帮助，需要保证进行包括食品和环境在内的监控。这些监控也许要进行几十年的时间。当有了更多的研究和数据后，我们也将可以进行更细致的风险评估。”除了对健康的直接影响外，报告还注意到，心理影响可能对人们的健康和安宁产生不良后果。专家组认为，在对灾害做出总体应对时，不应忽略这方面的影响。                
安倍施政演说称将重启核电站|20130228|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2013_02/28/22589718_0.shtml|原标题：安倍施政演说称将重启核电站人民网2月28日讯 据共同社消息，日本首相安倍晋三今天下午在众院全体会议上发表连任后的首次施政方针演说时表示，将在确认安全的前提下重启核电站。消息称，安倍还表示将就“跨太平洋战略经济伙伴关系协定”（TPP）做出判断，事实上默认将加入谈判。（覃博雅）                
日本首相访问福岛 计划进入核电站反应堆厂房|20121007|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2012_10/07/18074182_0.shtml|原标题：日本首相访问福岛 计划进入核电站反应堆厂房中新网10月7日电 据日本共同社报道，为了解东京电力公司福岛第一核电站核事故后的重建状况，日本首相野田佳彦7日访问福岛县，计划首次进入去年3月发生氢气爆炸的四号机组反应堆厂房内，视察反应堆报废工作的进展。这是野田就任首相以来第五次访问福岛县，也是第二次视察福岛第一核电站。野田在警戒区域内鼓励公安人员称：“没有良好的治安就谈不上重建和新生。希望你们能深入居民生活，为确保民众的安全作出更大贡献。”野田还在核事故处理据点“J village”同核事故发生后即奋斗在事故现场的8名工作人员座谈并称：“我作为一名普通国民，向在可怕和严酷的环境中奋斗的各位表示感谢。”有分析称，野田此举意在展示政府认真处理定位为最重要课题的“战胜核事故”的姿态。						
日本福岛县发现未成年人罹患甲状腺癌|20120911|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2012_09/11/17530800_0.shtml|原标题：日本福岛县发现未成年人罹患甲状腺癌（日本核泄漏）福岛县发现未成年人罹患甲状腺癌新华网东京9月11日电（记者 蓝建中）调查福岛核事故放射线影响的日本福岛“县民健康管理调查研究委员会”11日举行会议公布甲状腺健康检查的部分结果，一名未成年人已确诊患上甲状腺癌，还有数百人甲状腺有块状物需进一步检查。此次调查以核泄漏事故发生时未满18岁的未成年人为对象，共约26万人，公布检查结果的约有8万人。检查结果显示，有425名未成年人甲状腺部位“出现了一定大小的块状物等”，需要进行二次检查。在已经做完二次检查的38人中，已有一人确诊为甲状腺癌。不过，福岛县立医科大学教授铃木真一认为，这并非核泄漏放射线的影响。他说，切尔诺贝利核电站事故，最早发现的甲状腺癌病例是在核泄漏4年后，而福岛的辐射不如切尔诺贝利事故严重。						
日本地方官员称福岛核污染地区5年内难住人|20120910|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2012_09/10/17495978_0.shtml|原标题：日本地方官员称福岛核污染地区5年内难住人中新网9月10日电 据日本新闻网报道，临近日本福岛第一核电站的福岛县浪江町町长马场有町10日在避难的城市表示，今后5年，町民们不可能回到浪江町去生活。目前，浪江町在核泄漏事故中遭到了很大的污染，町政府和町民都已经逃离自己的家乡。马场町长表示，即使经过除核尘处理，受污染的土地依然存在，町民要回去生活，还不具备在那里生活的条件。他说：“至少5年内是无法回去的。”马场町长还表示，全町的基础设施都遭到破坏，即使放射量已经低到允许回去的状态，基础设施没能恢复，也是难以生活。目前，浪江町政府已经暂时迁移到福岛县二本松市办公，浪江町还属于政府禁止入内区域。						
日本最新统计显示东日本大地震死者为18877人|20120907|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2012_09/07/17442852_0.shtml|原标题：日本最新统计显示东日本大地震死者为18877人人民网9月7日讯据日本共同社报道，日本厚生劳动省6日汇总的2011年人口统计结果显示，东日本大地震的死亡人数为18877人。其中60岁以上死者达到12006人，约占6成。死者共包括男性8693人、女性10184人。据日本警察厅统计，截至9月5日死者人数为15870人，失踪人数为2846人。警察厅是根据遗体的数量等统计死者人数。厚劳省则是根据家属向地方政府提交的死亡报告进行人口统计，只要家属提交了死亡报告，失踪者也被统计为死者。（李叶）						
日本核事故灾区计划向避难灾民分发平板电脑|20120823|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2012_08/23/17041791_0.shtml|2012年2月20日，东京电力公司在3·11东日本大地震后第二次组织媒体赴福岛第一核电站进行参观采访，了解震后核电站各方面的情况。 中新网8月23日电 据共同社报道，日本福岛县大熊町政府23日表示，将向所有避难居民家庭分发平板电脑，预计本年将分发约5000台平板电脑。福岛核事故后，大熊町的所有地区都被指定为警戒区域，同时95%的居住地预计将被划入“返家困难区域”，居民不得不长期疏散在外。大熊町希望通过平板电脑来保持区域间联系。据称，通过平板电脑，居民间能够免费视频通话，接收町政府的宣传公告等。						
福岛第一核电站又有一名工作人员死亡|20120822|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2012_08/22/17012584_0.shtml|新华网东京8月22日电（记者 蓝建中）日本东京电力公司22日说，在福岛第一核电站内工作的一名57岁男性当天因失去意识昏倒，处于心肺停止状态，当天下午死亡。东京电力公司说，这是在福岛第一核电站抢险现场死亡的第5名工作人员。东京电力公司说，目前尚不清楚这名工作人员昏倒的原因。也无证据表明是否与核辐射污染有关。据悉，死者去年8月开始在福岛第一核电站工作，22日当天的被辐射量约为0.03毫希沃特，迄今累计辐射量约为25毫希沃特，低于核电站工作人员的可接受标准。据东京电力公司说，这名工作人员从上午9时后开始，身着防护服和防毒面具参加建设污水储水罐的工程。9时50分左右他表示身体不适，到休息室休息后，10时35分左右出现昏迷状态，仰面跌倒。						
福岛第一核电站周边海域鱼类放射性污染创新高|20120821|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2012_08/21/16980063_0.shtml|新华网东京8月21日电（记者 蓝建中）日本东京电力公司21日宣布，从福岛第一核电站半径20公里海域捕获的大泷六线鱼体内，检测出相当于每千克鱼2.58万贝克勒尔的放射性铯，创下福岛第一核电站事故以来的最高纪录。这是日本政府确定的一般食品标准值（每千克100贝克勒尔）的258倍，食用1千克这种鱼，相当于遭到约0.4毫希沃特的体内辐射。这一检测结果显示，虽然福岛第一核电站事故已经过去了近一年半，但严重的放射性污染依然持续。日本水产厅说，此前，鱼类体内放射性铯活度最高纪录是今年3月29日从福岛县境内的真鳟体内检测出来的，每千克放射性铯活度达到1.87万贝克勒尔。海水鱼的纪录则是去年4月在南相马市近海捕获的玉筋鱼，每千克放射性铯活度达到1.44万贝克勒尔。本月1日，东京电力公司在福岛第一核电站以北约20公里、水深约15米的海中捕获两条大泷六线鱼，将这两条鱼磨碎后进行放射性检测。单独检测的时候，一条鱼的放射性铯活度达到每千克3.8万贝克勒尔，另一条为每千克9300贝克勒尔。水产厅对这两条鱼的检测得出相同结果。除了大泷六线鱼之外，东京电力公司从7月18日至本月1日在福岛第一核电站半径20公里海域采集了19种鱼类、贝类，检测出有9种鱼放射性铯超标。该公司准备9月在周边海域的5个地点继续调查大泷六线鱼以及作为其食物的蟹、虾和沙蚕等。同日栃木县政府宣布，该县矢板市出产的牛肉中，检测出了相当于每千克130贝克勒尔的放射性铯。栃木县政府已经呼吁农户不要出售这种牛肉，并指出，从牧草饲料中检测出了大幅超过标准的放射性铯。						
福岛核事故致当地蝴蝶出现遗传异常|20120812|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2012_08/12/16735634_0.shtml|据新华社电琉球大学副教授大泷丈二领导的研究小组发现，受福岛第一核电站放射物泄漏的影响，福岛县当地的一种蝴蝶出现了遗传异常。这种蝴蝶名为酢浆灰蝶，常出现在人们生活场所附近的草地和树林边缘，其成虫整年都可见到。去年3月福岛第一核电站因地震和海啸破坏而发生严重核泄漏。同年5月和9月，研究小组在福岛县、茨城县、东京都等多个地点采集酢浆灰蝶。他们让5月份采集的144只酢浆灰蝶产卵并孵化出幼虫。在培育这些幼虫的过程中发现，磐城市和广野町等福岛县境内的酢浆灰蝶子代死亡率比其他地区要高，而且越是放射剂量高的地区，雄蝶翅膀的尺寸越小。在福岛县酢浆灰蝶的子代中，约20％的翅膀颜色搭配和斑点数量出现异常，发生异常的频率是其亲代的1.5倍。9月份在福岛县采集的约240只成虫，其子代中约50％出现类似异常。为了对比，研究小组利用被认为几乎未受福岛核事故影响的冲绳酢浆灰蝶，进行低放射剂量照射实验，结果也出现了同样的异常情况。大泷丈二等人在最新一期《科学报告》上发表文章说，福岛核事故无疑对周围环境产生了影响。						
东电公司公开福岛核事故会议录像 被指剪辑过多|20120806|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2012_08/06/16591148_0.shtml|资料图：2011年3月28日，东京，东京电力公司召开新闻发布会，通报福岛核电站最新辐射情况，公司高管就“福岛核电站积水辐射超标数值错误”的问题，向民众鞠躬道歉。 中新网8月6日电据日本新闻网报道，日本东京电力公司6日向媒体公开了去年福岛核电站事故发生后，东京总部与福岛第二核电站进行的电视会议的录像。但在录像中，时任首相菅直人视察东电只有图像，没有声音。媒体因此认为，东电提供给的图像资料中有较多的编辑痕迹。东京电力公司公开的是从2011年3月11日到3月15日共150小时的电视会议录像。这些录像被限制只能在该设施内部进行阅览，同时还被禁止录音或者录像。东电同时提供了一份长约90分钟，经过编辑的录像剪辑。在录像剪辑中，部分登场人物的头像被打马赛克遮住，一些涉及人物名字的声音被磨掉。另外，录像中菅直人首相到东京电力公司视察时，严厉斥责东京电力高层的场面却只有图像，而没有声音。东京电力公司当初以保护部分社员与工作人员隐私为由，拒绝向外界公开电视会议录像。但日本经济大臣枝野幸男针对舆论的批评和职责，数次敦促东京电力公司公开会议的全部资料与录像。7月10日，东京电力决定公开这一录像与资料，但是前提是确保不泄漏公司员工的隐私。						
日本海啸垃圾大量漂抵美加 日政府或出资清理|20120805|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2012_08/05/16566103_0.shtml|当地时间2012年5月6日，加拿大维多利亚，被冲到加拿大的摩托车正在接受维修。图片来源：CFP视觉中国 4月5日，美国海岸防卫队将去年日本海啸后漂流到阿拉斯加的一艘日本渔船击沉，结束它在太平洋上长达一年多的孤独旅程。中新网8月5日电 据日本新闻网报道，去年3月东日本大地震引发的海啸产生至少480万吨垃圾，其中三分之一的垃圾随海流飘向北美。据悉，从今年7月开始，这些海啸垃圾已大量抵达加拿大和美国西海岸。据报道，日美两国非政府组织8月4日开始在美国西部的俄勒冈州举行为期3天的会议，研究这些垃圾的处理问题。目前漂流到北美西海岸的海啸垃圾包括渔船和房屋材料，以及集装箱、浮桥等。5日，与会代表将视察俄勒冈州海岸，实地了解垃圾漂流到岸的情况。目前就这些垃圾的处理费用问题，美国和加拿大政府正在与日本政府协调，不排除日本政府出资清理的可能性。据观察，日本海啸垃圾漂流到北美最多的时期，预计在今年10月前后。						
